country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation,grocery_and_pharmacy,parks_change,transit_stations,workplaces,residential_change
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/4/2020,-10,3,-13,-6,-1,5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/5/2020,-7,5,-2,-6,-2,3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/6/2020,-15,-3,-14,-8,8,4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/7/2020,-13,0,-14,-7,14,5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/8/2020,-7,-8,-19,-10,15,3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/9/2020,2,-7,-17,12,11,0
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/10/2020,-9,2,-15,-4,0,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/11/2020,-2,8,-2,-1,-3,3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/12/2020,-3,7,-1,-3,-2,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/13/2020,-15,-3,-16,-9,6,4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/14/2020,-14,-1,-14,-7,11,4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/15/2020,-7,-8,-20,-12,10,3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/16/2020,1,-6,-17,9,4,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/17/2020,-13,-1,-16,-9,-7,3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/18/2020,-7,4,-5,-6,-7,4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/19/2020,-8,4,-4,-8,-4,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/20/2020,-17,-2,-16,-12,0,4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/21/2020,-17,-2,-16,-12,6,5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/22/2020,-8,-9,-19,-12,8,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/23/2020,0,-9,-17,6,4,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/24/2020,-13,1,-14,-7,-6,3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/25/2020,-7,6,-4,-4,-7,4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/26/2020,-16,-4,-16,-10,-6,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/27/2020,-15,2,-12,-9,1,4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/28/2020,-15,1,-16,-9,8,6
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/29/2020,-14,-8,-25,-15,7,5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/30/2020,-7,-10,-23,1,3,3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,7/31/2020,-21,-4,-25,-18,-7,7
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/1/2020,-25,-6,-31,-21,-8,9
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/2/2020,-41,-27,-49,-41,-15,13
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/3/2020,-24,-5,-26,-26,-1,8
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/4/2020,-26,-8,-30,-26,4,10
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/5/2020,-25,-23,-40,-31,5,9
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/6/2020,-10,-13,-31,-13,3,5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/7/2020,-21,-5,-27,-25,-4,7
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/8/2020,-16,3,-19,-21,-5,8
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/9/2020,-21,-3,-22,-26,-3,7
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/10/2020,-23,-8,-23,-26,2,7
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/11/2020,-22,-6,-26,-23,8,9
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/12/2020,-10,-7,-23,-24,9,7
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/13/2020,-9,-12,-28,-13,4,6
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/14/2020,-22,-5,-29,-26,-5,8
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/15/2020,-13,6,-18,-19,-5,8
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/16/2020,-24,-6,-28,-28,-4,8
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/17/2020,-31,-16,-31,-29,1,9
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/18/2020,-26,-5,-31,-25,9,10
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/19/2020,-20,-12,-31,-29,8,9
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/20/2020,-10,-12,-26,-10,6,5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/21/2020,-25,-8,-31,-28,-4,9
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/22/2020,-21,-4,-26,-25,-5,10
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/23/2020,-17,1,-19,-25,-2,8
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/24/2020,-27,-12,-26,-27,3,8
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/25/2020,-20,-2,-21,-21,10,8
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/26/2020,-14,-10,-24,-24,11,6
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/27/2020,-4,-9,-23,-7,7,3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/28/2020,-18,-3,-23,-20,-2,6
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/29/2020,-14,4,-17,-17,-4,6
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/30/2020,-19,0,-18,-21,-2,4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,8/31/2020,-19,-3,-17,-21,2,5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/1/2020,-16,4,-16,-15,6,4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/2/2020,-12,-8,-16,-35,-60,14
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/3/2020,-4,-11,-22,-2,6,0
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/4/2020,-15,-1,-22,-19,-2,5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/5/2020,-6,7,-12,-15,2,6
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/6/2020,-14,0,-19,-20,-4,7
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/7/2020,-21,-5,-19,-20,4,6
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/8/2020,-12,6,-10,-12,15,4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/9/2020,-7,-5,-18,-16,16,3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/10/2020,4,-4,-14,3,11,0
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/11/2020,-8,5,-14,-11,2,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/12/2020,-3,10,-7,-9,0,4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/13/2020,-4,11,-5,-12,-2,3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/14/2020,-15,0,-12,-14,13,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/15/2020,-10,8,-9,-9,21,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/16/2020,-4,1,-15,-13,19,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/17/2020,2,-5,-15,2,14,-1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/18/2020,-12,1,-15,-10,3,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/19/2020,-20,-8,-30,-20,-3,8
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/20/2020,-7,8,-9,-13,-4,4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/21/2020,-12,4,-9,-10,11,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/22/2020,-22,-7,-17,-10,17,3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/23/2020,-11,-8,-25,-15,19,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/24/2020,1,-4,-17,10,15,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/25/2020,-12,2,-14,-4,5,0
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/26/2020,-9,6,-2,-2,-1,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/27/2020,-15,-1,-14,-10,-7,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/28/2020,-17,1,-14,-7,12,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/29/2020,-14,6,-10,-7,21,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,9/30/2020,-5,3,-5,-7,19,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/1/2020,2,-2,3,10,13,-5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/2/2020,-15,-2,-7,-3,4,-4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/3/2020,-14,0,-4,-6,-2,0
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/4/2020,-8,7,10,-3,-8,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/5/2020,-21,-6,-10,-5,10,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/6/2020,-14,6,-2,2,18,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/7/2020,-7,-3,-10,-3,20,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/8/2020,3,-4,-9,20,17,-4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/9/2020,-10,3,-9,1,7,-1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/10/2020,-3,12,12,5,2,0
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/11/2020,-3,12,17,1,-2,-1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/12/2020,-15,2,-8,-1,13,0
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/13/2020,-14,4,-9,0,22,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/14/2020,-32,-32,-47,-24,16,6
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/15/2020,-14,-20,-36,4,16,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/16/2020,-6,14,-13,4,8,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/17/2020,-2,18,7,5,4,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/18/2020,-14,1,-15,-4,-6,4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/19/2020,-8,9,-9,3,16,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/20/2020,5,19,1,8,23,0
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/21/2020,-3,1,-14,-1,24,-1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/22/2020,6,3,-4,22,19,-5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/23/2020,-8,11,-5,4,8,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/24/2020,-2,19,12,7,3,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/25/2020,-2,17,14,4,-4,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/26/2020,-19,1,-15,-4,15,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/27/2020,-12,10,-6,1,23,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/28/2020,-10,-7,-24,-8,24,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/29/2020,-6,-12,-27,9,18,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/30/2020,-22,-7,-33,-7,8,0
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,10/31/2020,-4,14,9,3,4,-1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/1/2020,-2,12,14,2,-4,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/2/2020,-19,-3,-15,-5,16,-1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/3/2020,-13,5,-10,0,24,-1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/4/2020,-6,-3,-15,-5,24,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/5/2020,4,-4,-11,17,21,-5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/6/2020,-10,3,-9,0,10,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/7/2020,-2,11,9,2,5,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/8/2020,-2,9,14,1,-1,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/9/2020,-17,-1,-8,-4,16,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/10/2020,-12,4,-8,-2,25,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/11/2020,-4,-3,-12,-5,26,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/12/2020,5,-3,-9,15,21,-5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/13/2020,-9,5,-9,0,11,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/14/2020,0,16,9,5,5,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/15/2020,-22,-9,-25,-13,-6,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/16/2020,-34,-23,-37,-17,11,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/17/2020,-12,6,-11,-3,26,-1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/18/2020,-2,0,-12,-2,26,-4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/19/2020,10,2,-9,25,23,-7
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/20/2020,-3,8,-5,3,6,-4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/21/2020,-4,8,8,3,2,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/22/2020,-4,7,13,5,-5,-5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/23/2020,-16,-1,-8,-2,15,-4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/24/2020,-14,2,-9,-1,24,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/25/2020,-5,-6,-14,-5,28,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/26/2020,5,-5,-10,17,23,-5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/27/2020,-6,5,-10,1,12,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/28/2020,0,13,12,4,7,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/29/2020,-1,12,16,1,0,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,11/30/2020,-15,-1,-9,-4,18,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/1/2020,-15,3,-12,-3,27,-1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/2/2020,-8,-5,-18,-7,28,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/3/2020,2,-4,-10,16,22,-5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/4/2020,-13,3,-15,-2,11,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/5/2020,-6,11,2,2,4,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/6/2020,-5,11,6,-2,-2,-3
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/7/2020,-17,-1,-13,-7,19,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/8/2020,-15,4,-11,-4,29,-1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/9/2020,-8,-4,-16,-7,28,-2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/10/2020,3,-1,-10,18,25,-4
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/11/2020,-9,9,-10,2,14,0
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/12/2020,0,19,8,5,6,0
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/13/2020,0,20,18,4,4,-1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/14/2020,-22,-1,-19,-8,20,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/15/2020,-18,3,-21,-4,27,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/16/2020,-10,0,-23,-6,30,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/17/2020,0,0,-19,17,25,-1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/18/2020,-13,7,-18,0,13,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/19/2020,-6,15,-4,2,8,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/20/2020,-6,15,0,0,3,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/21/2020,-17,4,-14,-3,21,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/22/2020,-13,8,-12,1,26,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/23/2020,-5,0,-14,-3,28,0
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/24/2020,19,9,10,26,24,-5
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/25/2020,-9,8,-8,-1,13,0
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/26/2020,-4,14,2,2,12,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/27/2020,-9,10,-3,-3,5,2
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/28/2020,-16,5,-10,-2,20,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/29/2020,-12,7,-9,2,27,1
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/30/2020,-5,-2,-19,0,28,0
VN,Vietnam,Hanoi,,,VN-HN,,ChIJKQqAE44ANTERDbkQYkF-mAI,12/31/2020,21,9,29,53,18,-8
VN,Vietnam,Hau Giang,,,VN-73,,ChIJs2mi7ZHyoDER5dn-Lulyo3k,2/15/2020,-10,-18,-16,-21,-4,5
VN,Vietnam,Hau Giang,,,VN-73,,ChIJs2mi7ZHyoDER5dn-Lulyo3k,2/16/2020,-14,-14,-19,-24,-6,6
VN,Vietnam,Hau Giang,,,VN-73,,ChIJs2mi7ZHyoDER5dn-Lulyo3k,2/17/2020,-7,-9,-8,-11,4,5
VN,Vietnam,Hau Giang,,,VN-73,,ChIJs2mi7ZHyoDER5dn-Lulyo3k,2/18/2020,-3,-4,-5,-10,2,7
VN,Vietnam,Hau Giang,,,VN-73,,ChIJs2mi7ZHyoDER5dn-Lulyo3k,2/19/2020,-6,-8,-7,-16,2,6
VN,Vietnam,Hau Giang,,,VN-73,,ChIJs2mi7ZHyoDER5dn-Lulyo3k,2/20/2020,-8,-9,-11,-15,3,5
VN,Vietnam,Hau Giang,,,VN-73,,ChIJs2mi7ZHyoDER5dn-Lulyo3k,2/21/2020,-7,-12,-3,-7,-14,7
VN,Vietnam,Hau Giang,,,VN-73,,ChIJs2mi7ZHyoDER5dn-Lulyo3k,2/22/2020,-11,-18,-15,-18,-5,6
VN,Vietnam,Hau Giang,,,VN-73,,ChIJs2mi7ZHyoDER5dn-Lulyo3k,2/23/2020,-15,-12,-14,-34,-9,5
VN,Vietnam,Hau Giang,,,VN-73,,ChIJs2mi7ZHyoDER5dn-Lulyo3k,2/24/2020,-8,-10,-9,-18,3,6
