country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation,grocery_and_pharmacy,parks_change,transit_stations,workplaces,residential_change
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/15/2020,-6,-4,-11,-9,-4,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/16/2020,-9,-7,-9,-11,-7,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/17/2020,-9,-7,-7,-11,5,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/18/2020,-11,-4,-8,-9,7,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/19/2020,-9,-9,-9,-12,7,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/20/2020,-12,-10,-11,-15,5,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/21/2020,-7,-9,-10,-12,-5,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/22/2020,-7,-3,-11,-9,-3,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/23/2020,-9,-6,-6,-12,-5,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/24/2020,-7,-5,-2,-10,6,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/25/2020,-10,-4,-5,-9,9,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/26/2020,-10,-9,-8,-11,8,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/27/2020,-11,-9,-9,-13,7,2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/28/2020,-6,-8,-7,-9,-3,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,2/29/2020,-5,-3,-9,-5,-2,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/1/2020,-5,-3,-2,-5,-3,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/2/2020,-8,-5,-4,-9,12,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/3/2020,-12,-6,-10,-10,14,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/4/2020,-14,-15,-17,-17,11,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/5/2020,-11,-8,-12,-14,11,2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/6/2020,-3,-5,-9,-9,3,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/7/2020,-7,4,-12,-9,4,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/8/2020,-4,2,-4,-11,-2,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/9/2020,-12,-5,-6,-15,10,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/10/2020,-15,-5,-11,-15,13,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/11/2020,-14,-9,-12,-17,11,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/12/2020,-18,-10,-13,-21,8,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/13/2020,-15,-12,-15,-21,-2,8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/14/2020,-18,-9,-21,-21,0,9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/15/2020,-19,-10,-16,-23,-5,9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/16/2020,-18,-10,-12,-23,8,8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/17/2020,-24,-13,-18,-24,8,8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/18/2020,-24,-18,-22,-28,7,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/19/2020,-26,-17,-22,-30,5,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/20/2020,-21,-14,-19,-27,-4,9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/21/2020,-23,-12,-24,-27,-3,11
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/22/2020,-26,-15,-21,-32,-7,11
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/23/2020,-23,-11,-15,-29,4,9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/24/2020,-27,-12,-18,-29,6,9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/25/2020,-29,-17,-21,-31,3,8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/26/2020,-34,-17,-22,-35,-1,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/27/2020,-35,-18,-25,-35,-12,12
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/28/2020,-45,-20,-33,-41,-15,15
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/29/2020,-52,-29,-33,-49,-20,16
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/30/2020,-50,-27,-28,-48,-11,15
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,3/31/2020,-52,-19,-31,-47,-11,14
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/1/2020,-61,-39,-41,-59,-23,16
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/2/2020,-67,-42,-44,-67,-58,23
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/3/2020,-63,-43,-43,-64,-36,22
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/4/2020,-65,-42,-49,-64,-33,23
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/5/2020,-67,-44,-47,-67,-32,22
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/6/2020,-60,-36,-38,-61,-25,20
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/7/2020,-61,-34,-38,-59,-23,19
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/8/2020,-60,-39,-39,-60,-23,17
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/9/2020,-61,-38,-39,-60,-24,15
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/10/2020,-58,-36,-38,-59,-30,20
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/11/2020,-59,-33,-43,-58,-29,21
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/12/2020,-64,-40,-46,-64,-30,20
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/13/2020,-60,-37,-40,-61,-23,20
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/14/2020,-58,-31,-36,-56,-19,18
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/15/2020,-57,-34,-37,-57,-19,16
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/16/2020,-54,-30,-34,-54,-16,13
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/17/2020,-51,-30,-35,-54,-25,18
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/18/2020,-53,-28,-39,-53,-23,18
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/19/2020,-53,-30,-35,-56,-22,16
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/20/2020,-48,-26,-28,-51,-14,15
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/21/2020,-50,-26,-32,-51,-12,15
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/22/2020,-49,-29,-34,-52,-12,13
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/23/2020,-44,-29,-34,-51,-10,10
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/24/2020,-39,-29,-36,-47,-19,15
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/25/2020,-34,-21,-35,-41,-16,15
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/26/2020,-34,-22,-30,-41,-13,13
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/27/2020,-27,-16,-21,-36,-3,11
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/28/2020,-26,-13,-19,-30,0,9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/29/2020,-18,-9,-12,-20,-1,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,4/30/2020,-24,9,-11,-13,-48,8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/1/2020,-26,0,-17,-27,-58,16
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/2/2020,-30,-1,-30,-20,-34,13
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/3/2020,-30,-5,-33,-10,-9,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/4/2020,-28,-1,-34,-10,5,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/5/2020,-29,1,-36,-8,9,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/6/2020,-27,1,-36,-8,9,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/7/2020,-27,1,-31,-11,8,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/8/2020,-21,1,-32,-8,-2,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/9/2020,-20,6,-34,-5,-1,8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/10/2020,-19,7,-28,-3,-2,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/11/2020,-19,10,-26,-1,14,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/12/2020,-22,9,-29,1,17,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/13/2020,-23,1,-32,-5,16,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/14/2020,-21,5,-28,-6,14,1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/15/2020,-17,5,-28,-3,4,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/16/2020,-15,11,-26,1,2,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/17/2020,-15,9,-22,-1,-1,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/18/2020,-18,9,-23,-2,17,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/19/2020,-22,5,-28,-3,21,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/20/2020,-18,3,-26,-5,18,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/21/2020,-20,5,-25,-7,16,1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/22/2020,-15,7,-25,-3,7,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/23/2020,-15,8,-27,-4,4,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/24/2020,-14,8,-20,-2,0,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/25/2020,-21,2,-24,-8,17,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/26/2020,-20,7,-25,-3,23,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/27/2020,-20,1,-28,-7,22,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/28/2020,-21,4,-27,-6,19,1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/29/2020,-16,4,-26,-2,7,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/30/2020,-14,8,-26,-2,6,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,5/31/2020,-10,12,-17,1,0,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/1/2020,-15,8,-22,-4,20,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/2/2020,-20,7,-25,-2,24,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/3/2020,-18,3,-26,-3,22,2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/4/2020,-22,2,-28,-8,19,1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/5/2020,-11,9,-21,-1,8,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/6/2020,-10,13,-20,0,6,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/7/2020,-11,9,-15,-2,-1,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/8/2020,-14,9,-17,-3,22,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/9/2020,-19,6,-22,-4,24,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/10/2020,-19,-1,-26,-8,21,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/11/2020,-13,8,-20,-7,20,0
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/12/2020,-8,8,-18,-2,7,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/13/2020,-13,4,-22,-6,5,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/14/2020,-15,3,-22,-8,-3,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/15/2020,-13,7,-19,-6,19,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/16/2020,-14,10,-19,-2,23,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/17/2020,-12,6,-21,-5,22,2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/18/2020,-15,5,-21,-8,18,0
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/19/2020,-9,6,-18,-3,6,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/20/2020,-8,11,-18,-3,4,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/21/2020,-11,7,-16,-6,-3,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/22/2020,-11,9,-15,-5,17,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/23/2020,-14,10,-18,-4,19,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/24/2020,-13,6,-19,-5,18,2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/25/2020,-16,8,-18,-9,14,0
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/26/2020,-10,3,-18,-3,2,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/27/2020,-9,8,-16,-2,-1,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/28/2020,-13,1,-16,-6,-7,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/29/2020,-13,5,-17,-5,14,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,6/30/2020,-13,8,-18,-3,17,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/1/2020,-12,2,-20,-6,15,2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/2/2020,-16,0,-22,-10,12,1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/3/2020,-8,4,-19,-4,1,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/4/2020,-7,10,-17,-3,-1,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/5/2020,-10,5,-14,-4,-6,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/6/2020,-9,8,-13,-4,12,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/7/2020,-10,10,-15,-1,14,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/8/2020,-11,3,-18,-6,13,2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/9/2020,-12,5,-17,-5,10,0
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/10/2020,-4,8,-14,0,-1,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/11/2020,-1,13,-12,2,-2,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/12/2020,-4,10,-9,1,-7,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/13/2020,-8,9,-12,-3,9,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/14/2020,-11,8,-14,-1,9,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/15/2020,-8,5,-15,-5,8,1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/16/2020,-11,5,-14,-6,3,0
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/17/2020,-5,7,-10,-2,-8,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/18/2020,-4,10,-10,-1,-7,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/19/2020,-3,11,-4,0,-8,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/20/2020,-7,11,-7,-3,3,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/21/2020,-11,9,-11,-3,5,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/22/2020,-8,4,-12,-4,5,1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/23/2020,-15,1,-15,-9,3,1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/24/2020,-7,5,-10,-2,-7,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/25/2020,-3,13,-6,2,-8,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/26/2020,-6,9,-4,0,-10,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/27/2020,-8,12,-5,-1,2,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/28/2020,-13,10,-11,-3,4,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/29/2020,-15,2,-16,-8,2,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/30/2020,-18,2,-18,-14,0,2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,7/31/2020,-19,-3,-22,-17,-11,8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/1/2020,-23,-3,-32,-20,-12,11
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/2/2020,-36,-18,-40,-35,-19,13
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/3/2020,-23,0,-25,-23,-3,9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/4/2020,-24,1,-24,-21,0,8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/5/2020,-26,-9,-28,-26,0,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/6/2020,-27,-6,-28,-27,-2,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/7/2020,-17,0,-21,-22,-9,8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/8/2020,-20,2,-25,-21,-8,10
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/9/2020,-21,0,-21,-25,-9,9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/10/2020,-15,6,-14,-20,1,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/11/2020,-18,6,-17,-18,4,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/12/2020,-17,1,-19,-20,3,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/13/2020,-23,-2,-23,-25,0,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/14/2020,-17,1,-21,-22,-9,9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/15/2020,-14,8,-22,-17,-8,9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/16/2020,-19,2,-22,-23,-10,9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/17/2020,-18,4,-17,-20,2,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/18/2020,-21,7,-20,-18,6,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/19/2020,-22,-2,-24,-23,4,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/20/2020,-22,0,-22,-22,3,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/21/2020,-18,-1,-22,-22,-7,8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/22/2020,-18,3,-25,-20,-7,9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/23/2020,-18,3,-20,-22,-8,8
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/24/2020,-20,1,-17,-21,4,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/25/2020,-18,7,-16,-16,7,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/26/2020,-17,2,-18,-18,7,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/27/2020,-19,3,-18,-20,5,2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/28/2020,-14,3,-18,-17,-5,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/29/2020,-14,8,-19,-14,-6,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/30/2020,-16,6,-14,-16,-7,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,8/31/2020,-13,10,-10,-15,2,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/1/2020,-12,19,-6,-8,4,2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/2/2020,-8,13,-1,-21,-53,9
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/3/2020,-17,4,-15,-17,4,0
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/4/2020,-12,4,-17,-16,-5,5
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/5/2020,-10,8,-20,-15,0,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/6/2020,-15,3,-18,-18,-8,7
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/7/2020,-13,8,-14,-12,8,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/8/2020,-14,11,-15,-8,11,2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/9/2020,-15,3,-19,-12,11,0
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/10/2020,-15,4,-17,-14,8,-3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/11/2020,-8,6,-16,-11,-2,0
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/12/2020,-8,9,-19,-11,-2,2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/13/2020,-7,11,-12,-12,-7,2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/14/2020,-13,6,-15,-13,13,0
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/15/2020,-10,14,-13,-7,17,-1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/16/2020,-9,10,-15,-10,15,-2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/17/2020,-19,-1,-21,-18,11,-2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/18/2020,-16,-3,-25,-14,-3,3
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/19/2020,-16,-1,-30,-18,-4,6
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/20/2020,-9,7,-17,-13,-6,4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/21/2020,-11,8,-13,-10,12,0
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/22/2020,-19,2,-21,-10,14,0
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/23/2020,-18,-2,-26,-14,14,-2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/24/2020,-22,-3,-25,-15,11,-4
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/25/2020,-14,0,-22,-8,1,0
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/26/2020,-12,5,-19,-7,-1,1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/27/2020,-16,-1,-18,-11,-10,2
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/28/2020,-17,3,-21,-10,13,-1
VN,Vietnam,,,,,,ChIJXx5qc016FTERvmL-4smwO7A,9/29/2020,-20,4,-23,-9,16,-2
