Date,daily_cases,retail_and_recreation,grocery_and_pharmacy,parks_change,transit_stations,workplaces,residential_change
24-Dec-21,2971,-28,-7,-27,-51,,6
25-Dec-21,2807,-28,-5,-23,-51,,7
26-Dec-21,2957,-33,-8,-28,-55,,7
27-Dec-21,2884,-41,-18,-34,-56,,8
28-Dec-21,2908,-39,-14,-31,-53,,8
29-Dec-21,2891,-35,-21,-37,-55,,7
30-Dec-21,2806,-25,-18,-32,-43,,4
31-Dec-21,2924,-33,-7,-30,-50,,6
1-Jan-22,2728,-37,-6,-28,-54,,11
2-Jan-22,2705,-34,-7,-21,-53,,4
3-Jan-22,2719,-39,-11,-25,-55,,10
4-Jan-22,2740,-39,-14,-28,-52,,7
5-Jan-22,2756,-33,-20,-33,-55,,7
6-Jan-22,2778,-26,-19,-30,-43,,4
7-Jan-22,2797,-37,-13,-33,-53,,8
8-Jan-22,2988,-32,-5,-25,-49,,7
9-Jan-22,2903,-35,-8,-30,-54,,8
10-Jan-22,2949,-43,-19,-35,-55,,8
11-Jan-22,2887,-37,-9,-27,-51,,8
12-Jan-22,2914,-32,-17,-33,-52,,6
13-Jan-22,2982,-27,-18,-33,-42,,5
14-Jan-22,2941,-35,-10,-32,-50,,7
15-Jan-22,3507,-28,0,-23,-46,,7
16-Jan-22,3973,-27,2,-20,-48,,6
17-Jan-22,3890,-44,-20,-40,-56,,11
18-Jan-22,3893,-33,-5,-22,-47,,7
19-Jan-22,4549,-24,-13,-28,-49,,6
20-Jan-22,4869,-21,-18,-33,-39,,6
21-Jan-22,5102,-39,-20,-42,-51,,9
22-Jan-22,5479,-21,8,-20,-41,,6
23-Jan-22,6860,-16,15,-8,-39,,3
24-Jan-22,7422,-24,4,-17,-43,,5
25-Jan-22,8864,-27,5,-18,-44,,7
26-Jan-22,9847,-15,-4,-23,-42,,4
27-Jan-22,10787,-3,4,-16,-25,,0
28-Jan-22,11517,-19,18,-16,-37,,3
29-Jan-22,12850,-35,7,-26,-42,,5
30-Jan-22,13331,-38,12,-18,-45,,2
31-Jan-22,15118,-59,-15,-35,-66,,20
1-Feb-22,18662,-67,-60,-27,-73,,24
2-Feb-22,21396,-60,-59,-34,-66,,13
3-Feb-22,25019,-55,-58,-33,-58,,12
4-Feb-22,29578,-56,-47,-33,-61,,12
5-Feb-22,32317,-55,-46,-38,-59,,10
6-Feb-22,32650,-53,-43,-50,-54,,7
7-Feb-22,31380,-34,-23,-31,-54,,12
8-Feb-22,30157,-37,-24,-39,-50,,9
9-Feb-22,31899,-28,-23,-39,-51,,8
10-Feb-22,225694,-18,-20,-34,-36,,4
11-Feb-22,29269,-34,-21,-40,-49,,9
12-Feb-22,29835,-33,-19,-40,-46,,11
13-Feb-22,26708,-29,-12,-33,-47,,11
14-Feb-22,26220,-20,1,-18,-44,,7
15-Feb-22,25311,-34,-8,-27,-47,,9
16-Feb-22,23579,-29,-21,-36,-48,,9
17-Feb-22,211072,-21,-18,-32,-37,,7
18-Feb-22,19065,-36,-14,-37,-48,,11
19-Feb-22,17917,-48,-30,-52,-55,,18
20-Feb-22,16014,-56,-35,-58,-61,,20
21-Feb-22,13005,-39,-10,-34,-51,,15
22-Feb-22,12485,-40,-11,-35,-50,,16
23-Feb-22,10821,-36,-19,-38,-53,,15
24-Feb-22,9623,-32,-20,-36,-43,,13
25-Feb-22,10252,-43,-17,-38,-54,,18
26-Feb-22,189328,-40,-13,-31,-52,,18
27-Feb-22,8995,-39,-12,-26,-53,,16
28-Feb-22,8141,-44,-18,-32,-55,,18
1-Mar-22,8057,-45,-18,-34,-54,,20
2-Mar-22,7734,-39,-22,-37,-56,,18
3-Mar-22,7423,-35,-26,-34,-47,,15
4-Mar-22,6304,-44,-24,-39,-56,,20
5-Mar-22,5868,-41,-21,-36,-55,,19
6-Mar-22,5199,-39,-19,-34,-55,,17
7-Mar-22,4037,-40,-20,-30,-56,,19
8-Mar-22,3635,-28,-6,-16,-48,,16
9-Mar-22,2897,-34,-23,-30,-53,,16
10-Mar-22,2202,-27,-22,-28,-40,,14
11-Mar-22,2181,-37,-16,-29,-50,,18
12-Mar-22,2011,-29,-8,-14,-45,,16
13-Mar-22,1942,-26,-5,-2,-43,,13
14-Mar-22,1727,-36,-16,-16,-47,,15
15-Mar-22,1677,-34,-13,-17,-46,,16
16-Mar-22,1425,-30,-20,-26,-48,,14
17-Mar-22,1361,-21,-18,-21,-34,,11
18-Mar-22,1253,-30,-12,-17,-43,,13
19-Mar-22,1109,-23,-4,-3,-39,,12
20-Mar-22,1022,-18,1,18,-36,,9
21-Mar-22,1039,-31,-13,-11,-42,,12
22-Mar-22,986,-32,-13,-15,-41,,12
23-Mar-22,980,-34,-29,-35,-48,,13
24-Mar-22,978,-17,-16,-19,-29,,8
25-Mar-22,970,-26,-8,-12,-39,,10
26-Mar-22,941,-17,2,10,-33,,8
27-Mar-22,40937,-19,-2,7,-35,,8
28-Mar-22,921,-29,-11,-10,-39,,10
29-Mar-22,913,-29,-9,-11,-39,,11
30-Mar-22,843,-23,-17,-18,-41,,10
31-Mar-22,837,-9,-9,-11,-24,,6
1-Apr-22,795,-42,-28,-41,-48,,14
2-Apr-22,762,-17,4,6,-32,,8
3-Apr-22,0,-15,5,22,-32,,5
4-Apr-22,1416,-28,-9,-5,-37,,8
5-Apr-22,684,-24,-3,-3,-35,,8
6-Apr-22,673,-16,-9,-7,-35,,6
7-Apr-22,630,-7,-9,-5,-20,,4
8-Apr-22,338,-18,2,-3,-27,,5
9-Apr-22,601,-13,7,17,-21,,4
10-Apr-22,577,-9,5,38,-28,,2
11-Apr-22,538,-16,0,13,-29,,10
12-Apr-22,509,-21,0,3,-26,,6
13-Apr-22,495,-14,-8,-5,-33,,6
14-Apr-22,489,-5,-5,-2,-16,,3
15-Apr-22,461,-20,0,-4,-31,,6
16-Apr-22,437,-21,-6,-12,-33,,10
17-Apr-22,419,-16,1,-3,-32,,9
18-Apr-22,404,-27,-8,-8,-34,,8
19-Apr-22,381,-21,1,2,-28,,7
20-Apr-22,373,-13,-7,-4,-32,,5
21-Apr-22,0,-7,-8,-6,-16,,3
22-Apr-22,717,-16,3,1,-30,,6
23-Apr-22,332,-7,11,24,-25,,6
24-Apr-22,322,-4,13,36,-24,,5
25-Apr-22,316,-21,-2,5,-30,,6
26-Apr-22,309,-19,2,6,-27,,6
27-Apr-22,297,-11,-6,-3,-29,,5
28-Apr-22,285,1,-4,4,-6,,1
29-Apr-22,0,-11,9,6,-9,,1
30-Apr-22,443,-14,2,31,-16,,2
1-May-22,251,-24,-13,15,-37,,3
2-May-22,245,-20,-9,21,-31,,6
3-May-22,238,-18,2,10,-21,,9
4-May-22,0,-14,-8,-5,-25,,4
5-May-22,218,-3,-6,0,-10,,2
6-May-22,207,-15,2,0,-25,,5
7-May-22,208,-7,8,22,-21,,6
8-May-22,192,-5,11,23,-21,,6
9-May-22,187,-20,-2,0,-27,,6
10-May-22,184,-16,2,7,-23,,6
11-May-22,181,-9,-6,-1,-27,,4
12-May-22,176,-6,-13,-11,-13,,3
13-May-22,170,-17,-1,-6,-27,,6
14-May-22,157,-7,11,15,-20,,6
15-May-22,151,-10,5,12,-23,,7
16-May-22,148,-19,-1,5,-26,,6
17-May-22,145,-17,2,8,-24,,6
18-May-22,142,-11,-7,-1,-27,,5
19-May-22,141,-2,-7,3,-10,,2
20-May-22,140,-14,1,3,-23,,5
21-May-22,142,-8,7,16,-20,,6
22-May-22,0,-26,-17,-13,-31,,10
23-May-22,0,-37,-23,-26,-35,,11
24-May-22,0,-30,-12,-16,-33,,11
25-May-22,0,-8,-4,-2,-27,,5
26-May-22,779,1,-5,2,-9,,3
27-May-22,77,-18,-4,-11,-26,,6
28-May-22,188,-12,2,1,-22,,7
29-May-22,158,-13,4,6,-19,,5
30-May-22,191,-20,-2,0,-28,,7
31-May-22,267,-16,1,3,-24,,7
1-Jun-22,298,-14,-14,-13,-29,,6
2-Jun-22,0,2,-3,1,-7,,2
3-Jun-22,259,-16,1,-2,-24,,5
4-Jun-22,213,-8,5,14,-19,,5
5-Jun-22,0,-7,7,17,-18,,4
6-Jun-22,602,-22,-8,-2,-25,,7
7-Jun-22,285,-18,0,2,-21,,7
8-Jun-22,0,-17,-14,-15,-27,,7
9-Jun-22,0,0,-5,1,-6,,3
10-Jun-22,436,-16,-3,-9,-22,,6
11-Jun-22,127,-7,7,12,-17,,7
12-Jun-22,0,-3,12,23,-14,,3
13-Jun-22,492,-26,-8,-6,-24,,7
14-Jun-22,0,-20,-5,-5,-23,,8
15-Jun-22,0,-9,-7,-6,-24,,6
16-Jun-22,0,1,-6,0,-5,,3
17-Jun-22,0,-14,1,0,-20,,6
18-Jun-22,423,-8,6,14,-16,,6
19-Jun-22,398,-9,3,14,-17,,4
20-Jun-22,0,-20,-5,2,-22,,6
21-Jun-22,0,-21,-4,0,-23,,8
22-Jun-22,0,-13,-10,-6,-25,,6
23-Jun-22,191,0,-7,-1,-6,,3
24-Jun-22,27,-15,-1,-2,-20,,5
25-Jun-22,0,-8,4,15,-16,,7
26-Jun-22,0,-10,2,13,-18,,4
27-Jun-22,0,-20,-6,0,-22,,7
28-Jun-22,472,-18,2,1,-21,,7
29-Jun-22,437,-12,-9,-6,-26,,7
30-Jun-22,0,0,-9,-4,-6,,4
1-Jul-22,0,-14,-3,-5,-21,,6
2-Jul-22,0,-11,1,5,-18,,7
3-Jul-22,331,-9,3,10,-18,,5
4-Jul-22,229,-20,-6,-1,-24,,7
5-Jul-22,195,-30,-17,-16,-25,,9
6-Jul-22,247,-8,-5,-7,-23,,6
7-Jul-22,189,-6,-14,-17,-10,,4
8-Jul-22,145,-12,1,-6,-20,,5
9-Jul-22,227,-6,5,8,-15,,6
10-Jul-22,266,-4,6,16,-13,,3
11-Jul-22,239,-18,-5,-2,-21,,6
12-Jul-22,119,-17,1,-3,-19,,7
13-Jul-22,246,-14,-12,-14,-25,,7
14-Jul-22,0,0,-8,-6,-4,,3
15-Jul-22,246,-15,-3,-9,-20,,7
16-Jul-22,149,-7,5,12,-13,,7
17-Jul-22,0,-8,3,10,-14,,4
18-Jul-22,849,-22,-9,-8,-23,,7
19-Jul-22,304,-19,-5,-4,-20,,12
20-Jul-22,313,-12,-12,-13,-23,,7
21-Jul-22,278,-5,-13,-15,-9,,5
22-Jul-22,80,-19,-7,-15,-22,,8
23-Jul-22,594,-6,7,10,-14,,7
24-Jul-22,453,-10,1,8,-17,,5
25-Jul-22,392,-19,-5,-5,-22,,8
26-Jul-22,339,-16,0,-3,-20,,8
27-Jul-22,366,-9,-8,-11,-23,,7
28-Jul-22,252,4,-3,-6,-4,,4
29-Jul-22,233,-15,-1,-9,-23,,8
30-Jul-22,156,-12,-1,-4,-20,,9
31-Jul-22,540,-2,9,13,-15,,5
1-Aug-22,0,-17,-3,-6,-22,,8
2-Aug-22,734,-15,1,-3,-20,,9
3-Aug-22,78,-8,-7,-11,-23,,7
4-Aug-22,238,-3,-11,-17,-9,,5
5-Aug-22,0,-11,3,-8,-18,,7
6-Aug-22,289,-13,0,-13,-19,,9
7-Aug-22,462,-9,4,-1,-19,,6
8-Aug-22,618,-19,-4,-10,-23,,8
9-Aug-22,97,-14,5,-2,-18,,7
10-Aug-22,1088,-15,-12,-23,-24,,7
11-Aug-22,0,-22,-22,-36,-19,,9
12-Aug-22,7,-27,-12,-29,-31,,12
13-Aug-22,276,-1,11,10,-14,,7
14-Aug-22,425,-1,10,11,-12,,6
15-Aug-22,528,-12,3,1,-16,,9
16-Aug-22,17,-10,4,1,-15,,10
17-Aug-22,549,-2,-3,-6,-19,,9
18-Aug-22,399,8,-3,-2,-1,,7
19-Aug-22,529,-8,3,-9,-17,,10
20-Aug-22,44,-7,2,-8,-17,,12
21-Aug-22,935,-5,5,-3,-17,,10
22-Aug-22,0,-12,3,0,-18,,10
23-Aug-22,315,-11,5,-1,-18,,11
24-Aug-22,802,-3,-3,-8,-20,,9
25-Aug-22,72,-9,-18,-24,-9,,9
26-Aug-22,294,-8,8,-10,-18,,11
27-Aug-22,310,1,16,16,-12,,10
28-Aug-22,342,5,15,22,-11,,7
29-Aug-22,0,-12,2,0,-18,,9
30-Aug-22,241,-7,6,1,-13,,8
31-Aug-22,467,5,0,-5,-6,,3
1-Sep-22,3,6,-6,-1,6,,4
2-Sep-22,0,-11,-4,14,-28,,12
3-Sep-22,42,-14,-7,7,-26,,6
4-Sep-22,150,-4,8,11,-7,,-1
5-Sep-22,40,-9,5,1,-12,,4
6-Sep-22,47,-9,8,0,-13,,5
7-Sep-22,198,-6,-5,-14,-21,,5
8-Sep-22,0,-12,-21,-34,-14,,6
9-Sep-22,229,-3,14,-2,-16,,5
10-Sep-22,0,10,22,32,-12,,5
11-Sep-22,0,6,13,19,-13,,5
12-Sep-22,633,-11,1,-1,-18,,6
13-Sep-22,0,-9,5,-2,-16,,6
14-Sep-22,0,-1,-3,-9,-20,,5
15-Sep-22,431,9,-3,-7,-2,,2
16-Sep-22,0,-10,0,-14,-18,,5
17-Sep-22,0,6,14,21,-13,,7
18-Sep-22,0,6,16,18,-14,,6
19-Sep-22,471,-11,2,-2,-19,,6
20-Sep-22,0,-12,3,-4,-18,,7
21-Sep-22,0,-4,-6,-12,-21,,5
22-Sep-22,0,7,-5,-10,-3,,3
23-Sep-22,299,-10,-1,-15,-18,,6
24-Sep-22,0,4,14,5,-14,,7
25-Sep-22,83,8,21,16,-12,,6
26-Sep-22,292,-11,2,-1,-19,,6
27-Sep-22,44,-8,4,-2,-17,,6
28-Sep-22,176,-12,-15,-25,-27,,7
29-Sep-22,2,-4,-16,-24,-10,,5
30-Sep-22,39,-10,-1,-18,-18,,7
1-Oct-22,0,0,9,-4,-15,,8
2-Oct-22,0,10,20,18,-12,,6
3-Oct-22,157,-11,2,-5,-17,,6
4-Oct-22,156,-8,5,-2,-14,,6
5-Oct-22,148,2,-1,-7,-17,,4
6-Oct-22,117,10,-3,-7,2,,2
7-Oct-22,0,-3,6,-5,-14,,4
8-Oct-22,37,8,17,22,-10,,5
9-Oct-22,103,5,17,14,-13,,6
10-Oct-22,62,-7,7,-1,-14,,5
11-Oct-22,26,-7,7,0,-13,,6
12-Oct-22,121,1,-2,-10,-18,,5
13-Oct-22,0,13,-1,-5,2,,2
14-Oct-22,85,-2,7,-4,-12,,4
15-Oct-22,6,9,18,20,-7,,5
16-Oct-22,0,,,,,,
17-Oct-22,108,,,,,,
18-Oct-22,0,,,,,,
19-Oct-22,120,,,,,,
20-Oct-22,0,,,,,,
21-Oct-22,30,,,,,,
22-Oct-22,59,,,,,,
23-Oct-22,13,,,,,,
24-Oct-22,18,,,,,,
25-Oct-22,40,,,,,,
26-Oct-22,85,,,,,,
27-Oct-22,33,,,,,,
28-Oct-22,0,,,,,,
29-Oct-22,34,,,,,,
30-Oct-22,45,,,,,,
31-Oct-22,0,,,,,,
1-Nov-22,116,,,,,,
2-Nov-22,50,,,,,,
3-Nov-22,0,,,,,,
4-Nov-22,51,,,,,,
5-Nov-22,0,,,,,,
6-Nov-22,63,,,,,,
7-Nov-22,0,,,,,,
8-Nov-22,46,,,,,,
9-Nov-22,102,,,,,,
10-Nov-22,0,,,,,,
11-Nov-22,51,,,,,,
12-Nov-22,0,,,,,,
13-Nov-22,4,,,,,,
14-Nov-22,102,,,,,,
15-Nov-22,0,,,,,,
16-Nov-22,0,,,,,,
17-Nov-22,117,,,,,,
18-Nov-22,8,,,,,,
19-Nov-22,27,,,,,,
20-Nov-22,,,,,,,
21-Nov-22,,,,,,,
22-Nov-22,,,,,,,
23-Nov-22,,,,,,,
24-Nov-22,,,,,,,
25-Nov-22,,,,,,,
26-Nov-22,,,,,,,
27-Nov-22,,,,,,,
28-Nov-22,,,,,,,
29-Nov-22,,,,,,,
30-Nov-22,,,,,,,
1-Dec-22,,,,,,,
2-Dec-22,,,,,,,
3-Dec-22,,,,,,,
4-Dec-22,,,,,,,
5-Dec-22,,,,,,,
6-Dec-22,,,,,,,
7-Dec-22,,,,,,,
8-Dec-22,,,,,,,
9-Dec-22,,,,,,,
10-Dec-22,,,,,,,
11-Dec-22,,,,,,,
12-Dec-22,,,,,,,
13-Dec-22,,,,,,,
14-Dec-22,,,,,,,
15-Dec-22,,,,,,,
16-Dec-22,,,,,,,
17-Dec-22,,,,,,,
18-Dec-22,,,,,,,
19-Dec-22,,,,,,,
20-Dec-22,,,,,,,
21-Dec-22,,,,,,,
22-Dec-22,,,,,,,
23-Dec-22,,,,,,,
24-Dec-22,,,,,,,
25-Dec-22,,,,,,,
26-Dec-22,,,,,,,
27-Dec-22,,,,,,,
28-Dec-22,,,,,,,
29-Dec-22,,,,,,,
30-Dec-22,,,,,,,
31-Dec-22,,,,,,,
1-Jan-23,,,,,,,
2-Jan-23,,,,,,,
3-Jan-23,,,,,,,
4-Jan-23,,,,,,,
5-Jan-23,,,,,,,
6-Jan-23,,,,,,,
7-Jan-23,,,,,,,
8-Jan-23,,,,,,,
9-Jan-23,,,,,,,
10-Jan-23,,,,,,,
11-Jan-23,,,,,,,
12-Jan-23,,,,,,,
13-Jan-23,,,,,,,
14-Jan-23,,,,,,,
15-Jan-23,,,,,,,
16-Jan-23,,,,,,,
17-Jan-23,,,,,,,
18-Jan-23,,,,,,,
19-Jan-23,,,,,,,
20-Jan-23,,,,,,,
21-Jan-23,,,,,,,
22-Jan-23,,,,,,,
23-Jan-23,,,,,,,
24-Jan-23,,,,,,,
25-Jan-23,,,,,,,
26-Jan-23,,,,,,,
27-Jan-23,,,,,,,
28-Jan-23,,,,,,,
29-Jan-23,,,,,,,
30-Jan-23,,,,,,,
31-Jan-23,,,,,,,
1-Feb-23,,,,,,,
2-Feb-23,,,,,,,
3-Feb-23,,,,,,,
4-Feb-23,,,,,,,
5-Feb-23,,,,,,,
6-Feb-23,,,,,,,
7-Feb-23,,,,,,,
8-Feb-23,,,,,,,
9-Feb-23,,,,,,,
10-Feb-23,,,,,,,
11-Feb-23,,,,,,,
12-Feb-23,,,,,,,
13-Feb-23,,,,,,,
14-Feb-23,,,,,,,
15-Feb-23,,,,,,,
16-Feb-23,,,,,,,
17-Feb-23,,,,,,,
18-Feb-23,,,,,,,
19-Feb-23,,,,,,,
20-Feb-23,,,,,,,
21-Feb-23,,,,,,,
22-Feb-23,,,,,,,
23-Feb-23,,,,,,,
24-Feb-23,,,,,,,
25-Feb-23,,,,,,,
26-Feb-23,,,,,,,
27-Feb-23,,,,,,,
28-Feb-23,,,,,,,
1-Mar-23,,,,,,,
2-Mar-23,,,,,,,
3-Mar-23,,,,,,,
4-Mar-23,,,,,,,
5-Mar-23,,,,,,,
6-Mar-23,,,,,,,
7-Mar-23,,,,,,,
8-Mar-23,,,,,,,
9-Mar-23,,,,,,,
10-Mar-23,,,,,,,
11-Mar-23,,,,,,,
12-Mar-23,,,,,,,
13-Mar-23,,,,,,,
14-Mar-23,,,,,,,
15-Mar-23,,,,,,,
16-Mar-23,,,,,,,
17-Mar-23,,,,,,,
18-Mar-23,,,,,,,
19-Mar-23,,,,,,,
20-Mar-23,,,,,,,
21-Mar-23,,,,,,,
22-Mar-23,,,,,,,
23-Mar-23,,,,,,,
24-Mar-23,,,,,,,
25-Mar-23,,,,,,,
26-Mar-23,,,,,,,
27-Mar-23,,,,,,,
28-Mar-23,,,,,,,
29-Mar-23,,,,,,,
30-Mar-23,,,,,,,
31-Mar-23,,,,,,,
1-Apr-23,,,,,,,
2-Apr-23,,,,,,,
3-Apr-23,,,,,,,
4-Apr-23,,,,,,,
5-Apr-23,,,,,,,
6-Apr-23,,,,,,,
7-Apr-23,,,,,,,
8-Apr-23,,,,,,,
9-Apr-23,,,,,,,
10-Apr-23,,,,,,,
11-Apr-23,,,,,,,
12-Apr-23,,,,,,,
13-Apr-23,,,,,,,
14-Apr-23,,,,,,,
15-Apr-23,,,,,,,
16-Apr-23,,,,,,,
17-Apr-23,,,,,,,
18-Apr-23,,,,,,,
19-Apr-23,,,,,,,
20-Apr-23,,,,,,,
21-Apr-23,,,,,,,
22-Apr-23,,,,,,,
23-Apr-23,,,,,,,
24-Apr-23,,,,,,,
25-Apr-23,,,,,,,
26-Apr-23,,,,,,,
27-Apr-23,,,,,,,
28-Apr-23,,,,,,,
29-Apr-23,,,,,,,
30-Apr-23,,,,,,,
1-May-23,,,,,,,
2-May-23,,,,,,,
3-May-23,,,,,,,
4-May-23,,,,,,,
5-May-23,,,,,,,
6-May-23,,,,,,,
7-May-23,,,,,,,
8-May-23,,,,,,,
9-May-23,,,,,,,
10-May-23,,,,,,,
11-May-23,,,,,,,
12-May-23,,,,,,,
13-May-23,,,,,,,
14-May-23,,,,,,,
15-May-23,,,,,,,
16-May-23,,,,,,,
17-May-23,,,,,,,
18-May-23,,,,,,,
19-May-23,,,,,,,
20-May-23,,,,,,,
21-May-23,,,,,,,
22-May-23,,,,,,,
23-May-23,,,,,,,
24-May-23,,,,,,,
25-May-23,,,,,,,
26-May-23,,,,,,,
27-May-23,,,,,,,
28-May-23,,,,,,,
29-May-23,,,,,,,
30-May-23,,,,,,,
31-May-23,,,,,,,
1-Jun-23,,,,,,,
2-Jun-23,,,,,,,
3-Jun-23,,,,,,,
4-Jun-23,,,,,,,
5-Jun-23,,,,,,,
6-Jun-23,,,,,,,
7-Jun-23,,,,,,,
8-Jun-23,,,,,,,
9-Jun-23,,,,,,,
10-Jun-23,,,,,,,
11-Jun-23,,,,,,,
12-Jun-23,,,,,,,
13-Jun-23,,,,,,,
14-Jun-23,,,,,,,
15-Jun-23,,,,,,,
16-Jun-23,,,,,,,
17-Jun-23,,,,,,,
18-Jun-23,,,,,,,
19-Jun-23,,,,,,,
20-Jun-23,,,,,,,
21-Jun-23,,,,,,,
22-Jun-23,,,,,,,
23-Jun-23,,,,,,,
24-Jun-23,,,,,,,
25-Jun-23,,,,,,,
26-Jun-23,,,,,,,
27-Jun-23,,,,,,,
28-Jun-23,,,,,,,
29-Jun-23,,,,,,,
30-Jun-23,,,,,,,
1-Jul-23,,,,,,,
2-Jul-23,,,,,,,
3-Jul-23,,,,,,,
4-Jul-23,,,,,,,
5-Jul-23,,,,,,,
6-Jul-23,,,,,,,
7-Jul-23,,,,,,,
8-Jul-23,,,,,,,
9-Jul-23,,,,,,,
10-Jul-23,,,,,,,
11-Jul-23,,,,,,,
12-Jul-23,,,,,,,
13-Jul-23,,,,,,,
14-Jul-23,,,,,,,
15-Jul-23,,,,,,,
16-Jul-23,,,,,,,
17-Jul-23,,,,,,,
18-Jul-23,,,,,,,
19-Jul-23,,,,,,,
20-Jul-23,,,,,,,
21-Jul-23,,,,,,,
22-Jul-23,,,,,,,
23-Jul-23,,,,,,,
24-Jul-23,,,,,,,
25-Jul-23,,,,,,,
26-Jul-23,,,,,,,
27-Jul-23,,,,,,,
28-Jul-23,,,,,,,
29-Jul-23,,,,,,,
30-Jul-23,,,,,,,
31-Jul-23,,,,,,,
1-Aug-23,,,,,,,
2-Aug-23,,,,,,,
3-Aug-23,,,,,,,
4-Aug-23,,,,,,,
5-Aug-23,,,,,,,
6-Aug-23,,,,,,,
7-Aug-23,,,,,,,
8-Aug-23,,,,,,,
9-Aug-23,,,,,,,
10-Aug-23,,,,,,,
11-Aug-23,,,,,,,
12-Aug-23,,,,,,,
13-Aug-23,,,,,,,
14-Aug-23,,,,,,,
15-Aug-23,,,,,,,
16-Aug-23,,,,,,,
17-Aug-23,,,,,,,
18-Aug-23,,,,,,,
19-Aug-23,,,,,,,
20-Aug-23,,,,,,,
21-Aug-23,,,,,,,
22-Aug-23,,,,,,,
23-Aug-23,,,,,,,
24-Aug-23,,,,,,,
25-Aug-23,,,,,,,
26-Aug-23,,,,,,,
27-Aug-23,,,,,,,
28-Aug-23,,,,,,,
29-Aug-23,,,,,,,
30-Aug-23,,,,,,,
31-Aug-23,,,,,,,
1-Sep-23,,,,,,,
2-Sep-23,,,,,,,
3-Sep-23,,,,,,,
4-Sep-23,,,,,,,
5-Sep-23,,,,,,,
6-Sep-23,,,,,,,
7-Sep-23,,,,,,,
8-Sep-23,,,,,,,
9-Sep-23,,,,,,,
10-Sep-23,,,,,,,
11-Sep-23,,,,,,,
12-Sep-23,,,,,,,
13-Sep-23,,,,,,,
14-Sep-23,,,,,,,
15-Sep-23,,,,,,,
16-Sep-23,,,,,,,
17-Sep-23,,,,,,,
18-Sep-23,,,,,,,
19-Sep-23,,,,,,,
20-Sep-23,,,,,,,
21-Sep-23,,,,,,,
22-Sep-23,,,,,,,
23-Sep-23,,,,,,,
24-Sep-23,,,,,,,
25-Sep-23,,,,,,,
26-Sep-23,,,,,,,
27-Sep-23,,,,,,,
28-Sep-23,,,,,,,
29-Sep-23,,,,,,,
30-Sep-23,,,,,,,
1-Oct-23,,,,,,,
2-Oct-23,,,,,,,
3-Oct-23,,,,,,,
4-Oct-23,,,,,,,
5-Oct-23,,,,,,,
6-Oct-23,,,,,,,
7-Oct-23,,,,,,,
8-Oct-23,,,,,,,
9-Oct-23,,,,,,,
10-Oct-23,,,,,,,
11-Oct-23,,,,,,,
12-Oct-23,,,,,,,
13-Oct-23,,,,,,,
14-Oct-23,,,,,,,
15-Oct-23,,,,,,,
16-Oct-23,,,,,,,
17-Oct-23,,,,,,,
18-Oct-23,,,,,,,
19-Oct-23,,,,,,,
20-Oct-23,,,,,,,
21-Oct-23,,,,,,,
22-Oct-23,,,,,,,
23-Oct-23,,,,,,,
24-Oct-23,,,,,,,
25-Oct-23,,,,,,,
26-Oct-23,,,,,,,
27-Oct-23,,,,,,,
28-Oct-23,,,,,,,
29-Oct-23,,,,,,,
30-Oct-23,,,,,,,
31-Oct-23,,,,,,,
1-Nov-23,,,,,,,
2-Nov-23,,,,,,,
3-Nov-23,,,,,,,
4-Nov-23,,,,,,,
5-Nov-23,,,,,,,
6-Nov-23,,,,,,,
7-Nov-23,,,,,,,
8-Nov-23,,,,,,,
9-Nov-23,,,,,,,
10-Nov-23,,,,,,,
11-Nov-23,,,,,,,
12-Nov-23,,,,,,,
13-Nov-23,,,,,,,
14-Nov-23,,,,,,,
15-Nov-23,,,,,,,
16-Nov-23,,,,,,,
17-Nov-23,,,,,,,
18-Nov-23,,,,,,,
19-Nov-23,,,,,,,
20-Nov-23,,,,,,,
21-Nov-23,,,,,,,
22-Nov-23,,,,,,,
23-Nov-23,,,,,,,
24-Nov-23,,,,,,,
25-Nov-23,,,,,,,
26-Nov-23,,,,,,,
27-Nov-23,,,,,,,
28-Nov-23,,,,,,,
29-Nov-23,,,,,,,
30-Nov-23,,,,,,,
1-Dec-23,,,,,,,
2-Dec-23,,,,,,,
3-Dec-23,,,,,,,
4-Dec-23,,,,,,,
5-Dec-23,,,,,,,
6-Dec-23,,,,,,,
7-Dec-23,,,,,,,
8-Dec-23,,,,,,,
9-Dec-23,,,,,,,
10-Dec-23,,,,,,,
11-Dec-23,,,,,,,
12-Dec-23,,,,,,,
13-Dec-23,,,,,,,
14-Dec-23,,,,,,,
15-Dec-23,,,,,,,
16-Dec-23,,,,,,,
17-Dec-23,,,,,,,
18-Dec-23,,,,,,,
19-Dec-23,,,,,,,
20-Dec-23,,,,,,,
21-Dec-23,,,,,,,
22-Dec-23,,,,,,,
23-Dec-23,,,,,,,
24-Dec-23,,,,,,,
25-Dec-23,,,,,,,
26-Dec-23,,,,,,,
27-Dec-23,,,,,,,
28-Dec-23,,,,,,,
29-Dec-23,,,,,,,
30-Dec-23,,,,,,,
31-Dec-23,,,,,,,
1-Jan-24,,,,,,,
2-Jan-24,,,,,,,
3-Jan-24,,,,,,,
4-Jan-24,,,,,,,
5-Jan-24,,,,,,,
6-Jan-24,,,,,,,
7-Jan-24,,,,,,,
8-Jan-24,,,,,,,
9-Jan-24,,,,,,,
10-Jan-24,,,,,,,
