Date,active_cases,total_deaths,total_cases,daily_deaths,daily_cases
"Mar 26, 2024",941018,43206,11625195,0,0
"Mar 27, 2024",941018,43206,11625195,0,0
"Mar 28, 2024",941018,43206,11625195,0,0
"Mar 29, 2024",941018,43206,11625195,0,0
"Mar 30, 2024",941018,43206,11625195,0,0
"Mar 31, 2024",941018,43206,11625195,0,0
"Apr 01, 2024",941018,43206,11625195,0,0
"Apr 02, 2024",941018,43206,11625195,0,0
"Apr 03, 2024",941018,43206,11625195,0,0
"Apr 04, 2024",941018,43206,11625195,0,0
"Apr 05, 2024",941018,43206,11625195,0,0
"Apr 06, 2024",941018,43206,11625195,0,0
"Apr 07, 2024",941018,43206,11625195,0,0
"Apr 08, 2024",941018,43206,11625195,0,0
"Apr 09, 2024",941018,43206,11625195,0,0
"Apr 10, 2024",941018,43206,11625195,0,0
"Apr 11, 2024",941018,43206,11625195,0,0
"Apr 12, 2024",941018,43206,11625195,0,0
