"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/11/2023","AQS","390990015","1","1","ppb","1","Youngstown State","18","75.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/12/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/13/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/14/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/15/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/16/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/17/2023","AQS","390990015","1","1","ppb","1","Youngstown State","21","88.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/18/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/19/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/20/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/21/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/22/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/23/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/24/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/25/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/26/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/27/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/28/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/29/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/30/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"05/31/2023","AQS","390990015","1","3","ppb","4","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/01/2023","AQS","390990015","1","55","ppb","75","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/02/2023","AQS","390990015","1","2","ppb","3","Youngstown State","22","92.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/03/2023","AQS","390990015","1","3","ppb","4","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/04/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/05/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/06/2023","AQS","390990015","1","3","ppb","4","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/07/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/08/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/09/2023","AQS","390990015","1","10","ppb","14","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/10/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/11/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/12/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/13/2023","AQS","390990015","1","1","ppb","1","Youngstown State","22","92.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/14/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/15/2023","AQS","390990015","1","10","ppb","14","Youngstown State","22","92.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/16/2023","AQS","390990015","1","0","ppb","0","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/17/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/18/2023","AQS","390990015","1","2","ppb","3","Youngstown State","21","88.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/19/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/20/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/21/2023","AQS","390990015","1","1","ppb","1","Youngstown State","22","92.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/22/2023","AQS","390990015","1","0","ppb","0","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/23/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/24/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/25/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/26/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/27/2023","AQS","390990015","1","0","ppb","0","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/28/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/29/2023","AQS","390990015","1","1","ppb","1","Youngstown State","22","92.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"06/30/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/01/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/02/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/03/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/04/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/05/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/06/2023","AQS","390990015","1","56","ppb","76","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/07/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/08/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/09/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/10/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/11/2023","AQS","390990015","1","3","ppb","4","Youngstown State","21","88.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/12/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/13/2023","AQS","390990015","1","1","ppb","1","Youngstown State","22","92.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/14/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/15/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/16/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/17/2023","AQS","390990015","1","56","ppb","76","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/18/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/19/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/20/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/21/2023","AQS","390990015","1","1","ppb","1","Youngstown State","22","92.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/22/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/23/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/24/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/25/2023","AQS","390990015","1","2","ppb","3","Youngstown State","22","92.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/26/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/27/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/28/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/29/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/30/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"07/31/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/01/2023","AQS","390990015","1","3","ppb","4","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/02/2023","AQS","390990015","1","2","ppb","3","Youngstown State","21","88.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/03/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/04/2023","AQS","390990015","1","3","ppb","4","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/05/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/06/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/07/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/08/2023","AQS","390990015","1","2","ppb","3","Youngstown State","22","92.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/09/2023","AQS","390990015","1","3","ppb","4","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/10/2023","AQS","390990015","1","0","ppb","0","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/12/2023","AQS","390990015","1","0","ppb","0","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/13/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/14/2023","AQS","390990015","1","1","ppb","1","Youngstown State","21","88.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/15/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/16/2023","AQS","390990015","1","2","ppb","3","Youngstown State","22","92.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/17/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/18/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/20/2023","AQS","390990015","1","7","ppb","10","Youngstown State","19","79.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/21/2023","AQS","390990015","1","3","ppb","4","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/22/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/23/2023","AQS","390990015","1","3","ppb","4","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/27/2023","AQS","390990015","1","0","ppb","0","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/28/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/29/2023","AQS","390990015","1","1","ppb","1","Youngstown State","18","75.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/30/2023","AQS","390990015","1","2","ppb","3","Youngstown State","19","79.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"08/31/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/01/2023","AQS","390990015","1","2","ppb","3","Youngstown State","18","75.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/02/2023","AQS","390990015","1","3","ppb","4","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/03/2023","AQS","390990015","1","3","ppb","4","Youngstown State","21","88.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/04/2023","AQS","390990015","1","4","ppb","6","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/09/2023","AQS","390990015","1","1","ppb","1","Youngstown State","21","88.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/10/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/11/2023","AQS","390990015","1","4","ppb","6","Youngstown State","21","88.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/12/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/13/2023","AQS","390990015","1","2","ppb","3","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/15/2023","AQS","390990015","1","0","ppb","0","Youngstown State","22","92.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/16/2023","AQS","390990015","1","0","ppb","0","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/17/2023","AQS","390990015","1","0","ppb","0","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/19/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/20/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/21/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/22/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/24/2023","AQS","390990015","1","0","ppb","0","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"09/26/2023","AQS","390990015","1","0","ppb","0","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"10/02/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
"10/03/2023","AQS","390990015","1","1","ppb","1","Youngstown State","23","96.0000","42401","Sulfur dioxide","060","49660","Youngstown-Warren-Boardman, OH-PA","39","Ohio","099","Mahoning","41.1061822","-80.64057637"
